Baseline_proba,Augmented_proba,Augmented_2_proba,true_label,Baseline_label,Augmented_label,Augmented_2_label,Baseline_class,Augmented_class,Augmented_2_class
0.74809784,0.8239631,0.9481316,1.0,1,1,1,poisonous,poisonous,poisonous
0.8554764,0.3690205,0.99716854,1.0,1,0,1,poisonous,edible,poisonous
0.68547755,0.6131975,0.98773307,1.0,1,1,1,poisonous,poisonous,poisonous
0.4389812,0.65718865,0.9947769,1.0,0,1,1,edible,poisonous,poisonous
0.3135107,0.32500702,0.9972,1.0,0,0,1,edible,edible,poisonous
0.5363505,0.6893054,0.6346962,1.0,1,1,1,poisonous,poisonous,poisonous
0.8637104,0.88743377,0.9996914,1.0,1,1,1,poisonous,poisonous,poisonous
0.8238166,0.48783097,0.99589723,1.0,1,0,1,poisonous,edible,poisonous
0.5358293,0.16734526,0.9993287,1.0,1,0,1,poisonous,edible,poisonous
0.8119904,0.6147561,0.9999262,1.0,1,1,1,poisonous,poisonous,poisonous
0.72855747,0.89247376,0.99997586,1.0,1,1,1,poisonous,poisonous,poisonous
0.6019454,0.8461114,0.9981254,1.0,1,1,1,poisonous,poisonous,poisonous
0.24520871,0.768724,0.9880715,1.0,0,1,1,edible,poisonous,poisonous
0.73590416,0.4884948,0.9999857,1.0,1,0,1,poisonous,edible,poisonous
0.32354176,0.26367408,0.9612501,1.0,0,0,1,edible,edible,poisonous
0.42236945,0.51623064,0.9499939,1.0,0,1,1,edible,poisonous,poisonous
0.5823718,0.08450548,0.9999363,1.0,1,0,1,poisonous,edible,poisonous
0.3678217,0.75955003,0.9999648,1.0,0,1,1,edible,poisonous,poisonous
0.75796145,0.9491006,0.9894096,1.0,1,1,1,poisonous,poisonous,poisonous
0.77481776,0.7723133,0.9972044,1.0,1,1,1,poisonous,poisonous,poisonous
0.40385932,0.8692047,0.98638296,1.0,0,1,1,edible,poisonous,poisonous
0.83385205,0.9303049,0.9999615,1.0,1,1,1,poisonous,poisonous,poisonous
0.7354387,0.8490968,0.99307525,1.0,1,1,1,poisonous,poisonous,poisonous
0.9679288,0.43648595,0.9994022,1.0,1,0,1,poisonous,edible,poisonous
0.9739916,0.8775859,0.99981207,1.0,1,1,1,poisonous,poisonous,poisonous
0.84115875,0.92862105,0.9997647,1.0,1,1,1,poisonous,poisonous,poisonous
0.11916797,0.04948212,0.32803506,1.0,0,0,0,edible,edible,edible
0.9379774,0.72552973,0.9938221,1.0,1,1,1,poisonous,poisonous,poisonous
0.45268527,0.9710397,0.9999193,1.0,0,1,1,edible,poisonous,poisonous
0.47977784,0.7624616,0.9988536,1.0,0,1,1,edible,poisonous,poisonous
0.39143258,0.17068131,0.87163574,1.0,0,0,1,edible,edible,poisonous
0.8537561,0.61648136,0.9944435,1.0,1,1,1,poisonous,poisonous,poisonous
0.60405856,0.65378773,0.9938228,1.0,1,1,1,poisonous,poisonous,poisonous
0.25186113,0.55049103,0.9763023,1.0,0,1,1,edible,poisonous,poisonous
0.54611087,0.6229808,0.99911946,1.0,1,1,1,poisonous,poisonous,poisonous
0.698139,0.8518995,0.9825584,1.0,1,1,1,poisonous,poisonous,poisonous
0.9503924,0.96302307,0.9995196,1.0,1,1,1,poisonous,poisonous,poisonous
0.5346853,0.63698167,0.99827963,1.0,1,1,1,poisonous,poisonous,poisonous
0.81257635,0.47564393,0.9997655,1.0,1,0,1,poisonous,edible,poisonous
0.58470476,0.6586484,0.9578922,1.0,1,1,1,poisonous,poisonous,poisonous
0.40926373,0.18665566,0.00026072998,1.0,0,0,0,edible,edible,edible
0.8528721,0.5131882,0.99970835,1.0,1,1,1,poisonous,poisonous,poisonous
0.2875127,0.38229588,0.962807,1.0,0,0,1,edible,edible,poisonous
0.9843954,0.826064,0.99982226,1.0,1,1,1,poisonous,poisonous,poisonous
0.9019054,0.6969837,0.9999829,1.0,1,1,1,poisonous,poisonous,poisonous
0.88437456,0.7444582,0.96153265,1.0,1,1,1,poisonous,poisonous,poisonous
0.11813911,0.40272638,0.5643843,1.0,0,0,1,edible,edible,poisonous
0.613616,0.6972883,0.99984443,1.0,1,1,1,poisonous,poisonous,poisonous
0.40157923,0.28038338,0.97936547,1.0,0,0,1,edible,edible,poisonous
0.97686267,0.86214864,0.9998861,1.0,1,1,1,poisonous,poisonous,poisonous
0.34005237,0.307475,0.99754137,1.0,0,0,1,edible,edible,poisonous
0.41209197,0.5059725,0.9972513,1.0,0,1,1,edible,poisonous,poisonous
0.37792447,0.89020175,0.9903971,1.0,0,1,1,edible,poisonous,poisonous
0.7841747,0.65245426,0.99769413,1.0,1,1,1,poisonous,poisonous,poisonous
0.64068806,0.6592423,0.9999549,1.0,1,1,1,poisonous,poisonous,poisonous
0.7540162,0.8444082,0.9998529,1.0,1,1,1,poisonous,poisonous,poisonous
0.13503806,0.8780664,0.9862472,1.0,0,1,1,edible,poisonous,poisonous
0.6020649,0.6496734,0.90535885,1.0,1,1,1,poisonous,poisonous,poisonous
0.48736262,0.38914925,0.9741274,1.0,0,0,1,edible,edible,poisonous
0.24812302,0.530695,0.99933356,1.0,0,1,1,edible,poisonous,poisonous
0.8384096,0.52810866,0.99909455,1.0,1,1,1,poisonous,poisonous,poisonous
0.81814677,0.8409099,0.99953854,1.0,1,1,1,poisonous,poisonous,poisonous
0.7616841,0.42101175,0.9680015,1.0,1,0,1,poisonous,edible,poisonous
0.6137692,0.47973457,0.9168207,1.0,1,0,1,poisonous,edible,poisonous
0.6017912,0.3184982,0.9858553,1.0,1,0,1,poisonous,edible,poisonous
0.59509206,0.9025187,0.9998269,1.0,1,1,1,poisonous,poisonous,poisonous
0.78447413,0.5939981,0.99998236,1.0,1,1,1,poisonous,poisonous,poisonous
0.5380882,0.12420578,0.98796874,1.0,1,0,1,poisonous,edible,poisonous
0.614981,0.7279514,0.94868517,1.0,1,1,1,poisonous,poisonous,poisonous
0.9471573,0.89538985,0.99906904,1.0,1,1,1,poisonous,poisonous,poisonous
0.79406166,0.910783,0.9952025,1.0,1,1,1,poisonous,poisonous,poisonous
0.5496287,0.72460234,0.9845744,1.0,1,1,1,poisonous,poisonous,poisonous
0.90065134,0.81319916,0.99930453,1.0,1,1,1,poisonous,poisonous,poisonous
0.9114157,0.6685134,0.99968624,1.0,1,1,1,poisonous,poisonous,poisonous
0.38667625,0.79488254,0.98873657,1.0,0,1,1,edible,poisonous,poisonous
0.80733246,0.525464,0.9895691,1.0,1,1,1,poisonous,poisonous,poisonous
0.8267721,0.85034746,0.9342078,1.0,1,1,1,poisonous,poisonous,poisonous
0.3874475,0.52974653,0.9618073,1.0,0,1,1,edible,poisonous,poisonous
0.67210895,0.67770386,0.9786917,1.0,1,1,1,poisonous,poisonous,poisonous
0.7276155,0.70152813,0.78707373,1.0,1,1,1,poisonous,poisonous,poisonous
0.6748173,0.8159722,0.9993326,1.0,1,1,1,poisonous,poisonous,poisonous
0.9578569,0.92291206,0.99831957,1.0,1,1,1,poisonous,poisonous,poisonous
0.8960185,0.915591,0.99885523,1.0,1,1,1,poisonous,poisonous,poisonous
0.95748985,0.9599101,0.9985309,1.0,1,1,1,poisonous,poisonous,poisonous
0.7233681,0.6783828,0.94380885,1.0,1,1,1,poisonous,poisonous,poisonous
0.73400784,0.90384495,0.9999997,1.0,1,1,1,poisonous,poisonous,poisonous
0.6711781,0.23524828,0.993018,1.0,1,0,1,poisonous,edible,poisonous
0.92947334,0.7846686,0.9836514,1.0,1,1,1,poisonous,poisonous,poisonous
0.60693693,0.74924004,0.9982716,1.0,1,1,1,poisonous,poisonous,poisonous
0.48535937,0.327714,0.99701625,1.0,0,0,1,edible,edible,poisonous
0.7022803,0.5212224,0.9999731,1.0,1,1,1,poisonous,poisonous,poisonous
0.8960185,0.915591,0.99885523,1.0,1,1,1,poisonous,poisonous,poisonous
0.3748617,0.632903,0.99921346,1.0,0,1,1,edible,poisonous,poisonous
0.7544651,0.8256835,0.9657928,1.0,1,1,1,poisonous,poisonous,poisonous
0.87158746,0.9063668,0.99757284,1.0,1,1,1,poisonous,poisonous,poisonous
0.22316934,0.12658085,0.32730448,1.0,0,0,0,edible,edible,edible
0.845851,0.8065476,0.9982422,1.0,1,1,1,poisonous,poisonous,poisonous
0.17077236,0.8271713,0.8730197,1.0,0,1,1,edible,poisonous,poisonous
0.86910003,0.7873294,0.9949906,1.0,1,1,1,poisonous,poisonous,poisonous
0.54451436,0.27837107,0.97325397,1.0,1,0,1,poisonous,edible,poisonous
0.9301907,0.8697301,0.99832135,1.0,1,1,1,poisonous,poisonous,poisonous
0.66960984,0.6416792,0.35916537,1.0,1,1,0,poisonous,poisonous,edible
0.8752556,0.93783766,0.9960104,1.0,1,1,1,poisonous,poisonous,poisonous
0.9362938,0.7596383,0.99935985,1.0,1,1,1,poisonous,poisonous,poisonous
0.31701627,0.6325663,0.9921527,1.0,0,1,1,edible,poisonous,poisonous
0.4807146,0.5284766,0.97698855,1.0,0,1,1,edible,poisonous,poisonous
0.36510423,0.3662948,0.028987315,1.0,0,0,0,edible,edible,edible
0.36037308,0.90124536,0.9994751,1.0,0,1,1,edible,poisonous,poisonous
0.60518605,0.7936585,0.99368256,1.0,1,1,1,poisonous,poisonous,poisonous
0.8105286,0.44780198,0.99953365,1.0,1,0,1,poisonous,edible,poisonous
0.6579733,0.67269266,0.91885835,1.0,1,1,1,poisonous,poisonous,poisonous
0.6279998,0.7049689,0.9840782,1.0,1,1,1,poisonous,poisonous,poisonous
0.417749,0.92117125,0.9993587,1.0,0,1,1,edible,poisonous,poisonous
0.4871382,0.13581568,0.9987137,1.0,0,0,1,edible,edible,poisonous
0.9589089,0.741177,0.9954242,1.0,1,1,1,poisonous,poisonous,poisonous
0.7184994,0.8382662,0.9906578,1.0,1,1,1,poisonous,poisonous,poisonous
0.6667056,0.99635184,0.9988929,1.0,1,1,1,poisonous,poisonous,poisonous
0.35113215,0.868911,0.98643005,1.0,0,1,1,edible,poisonous,poisonous
0.7180881,0.7816285,0.8313683,1.0,1,1,1,poisonous,poisonous,poisonous
0.8925664,0.06772012,0.97649914,1.0,1,0,1,poisonous,edible,poisonous
0.5444366,0.9595077,0.99999857,1.0,1,1,1,poisonous,poisonous,poisonous
0.6815258,0.9680071,0.99962336,1.0,1,1,1,poisonous,poisonous,poisonous
0.53731316,0.16316184,0.98555905,1.0,1,0,1,poisonous,edible,poisonous
0.6548684,0.51661855,0.9937914,1.0,1,1,1,poisonous,poisonous,poisonous
0.72957677,0.89383924,0.90748745,1.0,1,1,1,poisonous,poisonous,poisonous
0.5985716,0.84832007,0.99644613,1.0,1,1,1,poisonous,poisonous,poisonous
0.34651697,0.87540585,0.9876089,1.0,0,1,1,edible,poisonous,poisonous
0.50958127,0.5175673,0.99340016,1.0,1,1,1,poisonous,poisonous,poisonous
0.8916935,0.67696184,0.9965978,1.0,1,1,1,poisonous,poisonous,poisonous
0.9818029,0.94333434,0.99983764,1.0,1,1,1,poisonous,poisonous,poisonous
0.70118856,0.5706297,0.99998254,1.0,1,1,1,poisonous,poisonous,poisonous
0.77410316,0.96150583,0.9986629,1.0,1,1,1,poisonous,poisonous,poisonous
0.78508025,0.8947713,0.9980014,1.0,1,1,1,poisonous,poisonous,poisonous
0.96275026,0.9829543,0.9999989,1.0,1,1,1,poisonous,poisonous,poisonous
0.73089284,0.68526363,0.9994876,1.0,1,1,1,poisonous,poisonous,poisonous
0.67200094,0.7173466,0.9960093,1.0,1,1,1,poisonous,poisonous,poisonous
0.8692707,0.6920716,0.9879721,1.0,1,1,1,poisonous,poisonous,poisonous
0.6195381,0.8178763,0.98684436,1.0,1,1,1,poisonous,poisonous,poisonous
0.7857368,0.7802601,0.99336404,1.0,1,1,1,poisonous,poisonous,poisonous
0.9753325,0.8757859,0.99982387,1.0,1,1,1,poisonous,poisonous,poisonous
0.45849186,0.9480243,0.8451012,1.0,0,1,1,edible,poisonous,poisonous
0.91280323,0.86646056,0.9998572,1.0,1,1,1,poisonous,poisonous,poisonous
0.5342456,0.81410766,0.98442537,1.0,1,1,1,poisonous,poisonous,poisonous
0.3501647,0.8481007,0.99910384,1.0,0,1,1,edible,poisonous,poisonous
0.69338834,0.5860125,0.9990467,1.0,1,1,1,poisonous,poisonous,poisonous
0.7857569,0.94394326,0.94778055,1.0,1,1,1,poisonous,poisonous,poisonous
0.9022551,0.92256665,0.9976672,1.0,1,1,1,poisonous,poisonous,poisonous
0.6413161,0.95362306,0.31734872,1.0,1,1,0,poisonous,poisonous,edible
0.8841584,0.93401355,0.9981111,1.0,1,1,1,poisonous,poisonous,poisonous
0.9451396,0.7949544,0.9805149,1.0,1,1,1,poisonous,poisonous,poisonous
0.8309186,0.8370414,0.9980578,1.0,1,1,1,poisonous,poisonous,poisonous
0.75074905,0.58923537,0.99692076,1.0,1,1,1,poisonous,poisonous,poisonous
0.9266116,0.9249862,0.9997571,1.0,1,1,1,poisonous,poisonous,poisonous
0.8705372,0.5459808,0.99881333,1.0,1,1,1,poisonous,poisonous,poisonous
0.8176167,0.28641993,0.96883124,1.0,1,0,1,poisonous,edible,poisonous
0.9875718,0.90658414,0.99926776,1.0,1,1,1,poisonous,poisonous,poisonous
0.99355805,0.9918618,0.9999984,1.0,1,1,1,poisonous,poisonous,poisonous
0.8864126,0.62478757,0.997997,1.0,1,1,1,poisonous,poisonous,poisonous
0.91403395,0.8997565,0.9998749,1.0,1,1,1,poisonous,poisonous,poisonous
0.8493156,0.77964723,0.99894387,1.0,1,1,1,poisonous,poisonous,poisonous
0.41769105,0.49758142,0.9924091,1.0,0,0,1,edible,edible,poisonous
0.70118856,0.5706297,0.99998254,1.0,1,1,1,poisonous,poisonous,poisonous
0.7213458,0.7945922,0.99989325,1.0,1,1,1,poisonous,poisonous,poisonous
0.43901545,0.44568032,0.89294124,1.0,0,0,1,edible,edible,poisonous
0.5905,0.32188243,0.9979907,1.0,1,0,1,poisonous,edible,poisonous
0.78447413,0.5939981,0.99998236,1.0,1,1,1,poisonous,poisonous,poisonous
0.6054056,0.37533557,0.96584654,1.0,1,0,1,poisonous,edible,poisonous
0.878069,0.5543751,0.96209735,1.0,1,1,1,poisonous,poisonous,poisonous
0.7689482,0.531912,0.9999746,1.0,1,1,1,poisonous,poisonous,poisonous
0.79075044,0.75776696,0.99838114,1.0,1,1,1,poisonous,poisonous,poisonous
0.6683138,0.6191251,0.9942859,1.0,1,1,1,poisonous,poisonous,poisonous
0.893904,0.61012447,0.89200866,1.0,1,1,1,poisonous,poisonous,poisonous
0.85651046,0.8404484,0.99975854,1.0,1,1,1,poisonous,poisonous,poisonous
0.829146,0.8626465,0.9966945,1.0,1,1,1,poisonous,poisonous,poisonous
0.75758153,0.98204166,0.9972471,1.0,1,1,1,poisonous,poisonous,poisonous
0.85844576,0.9185376,0.9993752,1.0,1,1,1,poisonous,poisonous,poisonous
0.47235784,0.7105772,0.9998594,1.0,0,1,1,edible,poisonous,poisonous
0.6324222,0.5661581,0.9994416,1.0,1,1,1,poisonous,poisonous,poisonous
0.80911094,0.79741436,0.99732363,1.0,1,1,1,poisonous,poisonous,poisonous
0.38807893,0.5583687,0.767654,1.0,0,1,1,edible,poisonous,poisonous
0.45465696,0.090306215,0.99046963,1.0,0,0,1,edible,edible,poisonous
0.88292193,0.65767163,0.991496,1.0,1,1,1,poisonous,poisonous,poisonous
0.40762573,0.8782975,0.9981409,1.0,0,1,1,edible,poisonous,poisonous
0.78075844,0.8066054,0.9975897,1.0,1,1,1,poisonous,poisonous,poisonous
0.8960185,0.915591,0.99885523,1.0,1,1,1,poisonous,poisonous,poisonous
0.6466311,0.4386754,0.98307204,1.0,1,0,1,poisonous,edible,poisonous
0.5996523,0.6519302,0.9631747,1.0,1,1,1,poisonous,poisonous,poisonous
0.62681,0.8130433,0.8837583,1.0,1,1,1,poisonous,poisonous,poisonous
0.8646657,0.83765084,0.9994476,1.0,1,1,1,poisonous,poisonous,poisonous
0.77452254,0.9189837,0.9952106,1.0,1,1,1,poisonous,poisonous,poisonous
0.39659613,0.4564354,0.9972784,1.0,0,0,1,edible,edible,poisonous
0.20424008,0.79803723,0.9977119,1.0,0,1,1,edible,poisonous,poisonous
0.56784976,0.63789827,0.9994376,1.0,1,1,1,poisonous,poisonous,poisonous
0.4341998,0.9441868,0.9995749,1.0,0,1,1,edible,poisonous,poisonous
0.33148035,0.2833588,0.9373775,1.0,0,0,1,edible,edible,poisonous
0.34027505,0.5725875,0.999608,1.0,0,1,1,edible,poisonous,poisonous
0.48713636,0.8605834,0.9997916,1.0,0,1,1,edible,poisonous,poisonous
0.50985575,0.75158376,0.9994286,1.0,1,1,1,poisonous,poisonous,poisonous
0.27035263,0.6193922,0.5731466,1.0,0,1,1,edible,poisonous,poisonous
0.23533876,0.91856736,0.9985464,1.0,0,1,1,edible,poisonous,poisonous
0.39620325,0.6095511,0.99949265,1.0,0,1,1,edible,poisonous,poisonous
0.48945597,0.8799945,0.99938077,1.0,0,1,1,edible,poisonous,poisonous
0.54842085,0.8770851,0.99573964,1.0,1,1,1,poisonous,poisonous,poisonous
0.7181383,0.6474198,0.9993299,1.0,1,1,1,poisonous,poisonous,poisonous
0.25609234,0.7456037,0.99866337,1.0,0,1,1,edible,poisonous,poisonous
0.6097751,0.8944927,0.9963727,1.0,1,1,1,poisonous,poisonous,poisonous
0.3064176,0.19392613,0.9988346,1.0,0,0,1,edible,edible,poisonous
0.20211546,0.53076434,0.9993011,1.0,0,1,1,edible,poisonous,poisonous
0.362475,0.79770344,0.977945,1.0,0,1,1,edible,poisonous,poisonous
0.27151835,0.93878925,0.99786127,1.0,0,1,1,edible,poisonous,poisonous
0.5472006,0.8873017,0.94179577,1.0,1,1,1,poisonous,poisonous,poisonous
0.7211784,0.8091561,0.996403,1.0,1,1,1,poisonous,poisonous,poisonous
0.6621449,0.715891,0.99986756,1.0,1,1,1,poisonous,poisonous,poisonous
0.7351654,0.6546896,0.92397314,1.0,1,1,1,poisonous,poisonous,poisonous
0.28000084,0.32986623,0.9916341,1.0,0,0,1,edible,edible,poisonous
0.3679896,0.7648831,0.999984,1.0,0,1,1,edible,poisonous,poisonous
0.20159036,0.42837024,0.5260659,1.0,0,0,1,edible,edible,poisonous
0.64869136,0.5516504,0.9994067,1.0,1,1,1,poisonous,poisonous,poisonous
0.49549058,0.73596436,0.9979029,1.0,0,1,1,edible,poisonous,poisonous
0.37423658,0.70518243,0.9989896,1.0,0,1,1,edible,poisonous,poisonous
0.17674685,0.7958902,0.9993733,1.0,0,1,1,edible,poisonous,poisonous
0.4608343,0.7525806,0.99310493,1.0,0,1,1,edible,poisonous,poisonous
0.55550706,0.5802738,0.9187833,1.0,1,1,1,poisonous,poisonous,poisonous
0.2283028,0.6387121,0.9939328,1.0,0,1,1,edible,poisonous,poisonous
0.46702784,0.7904774,0.9969165,1.0,0,1,1,edible,poisonous,poisonous
0.6127492,0.7703944,0.99689394,1.0,1,1,1,poisonous,poisonous,poisonous
0.57450825,0.6897061,0.99846405,1.0,1,1,1,poisonous,poisonous,poisonous
0.6897988,0.91342676,0.99899375,1.0,1,1,1,poisonous,poisonous,poisonous
0.6621449,0.715891,0.99986756,1.0,1,1,1,poisonous,poisonous,poisonous
0.5449105,0.5059277,0.99928516,1.0,1,1,1,poisonous,poisonous,poisonous
