Baseline_proba,Augmented_proba,Baseline_label,Augmented_label,Baseline_class,Augmented_class
0.8269787,0.5698045,1,1,poisonous,poisonous
0.72553104,0.3317774,1,0,poisonous,edible
0.467842,0.36670178,0,0,edible,edible
0.46639255,0.36812487,0,0,edible,edible
0.08525586,0.41326317,0,0,edible,edible
0.25636682,0.44183508,0,0,edible,edible
0.43296793,0.38242903,0,0,edible,edible
0.36251867,0.3935349,0,0,edible,edible
0.91876715,0.37087572,1,0,poisonous,edible
0.10855793,0.35576043,0,0,edible,edible
0.9668368,0.443247,1,0,poisonous,edible
0.31117827,0.4520202,0,0,edible,edible
0.22304492,0.6220396,0,1,edible,poisonous
0.25812835,0.42441216,0,0,edible,edible
0.6762648,0.5085151,1,1,poisonous,poisonous
0.3823048,0.41270044,0,0,edible,edible
0.70442784,0.3763677,1,0,poisonous,edible
0.7217026,0.43957618,1,0,poisonous,edible
0.0939652,0.32763457,0,0,edible,edible
0.40201357,0.44071925,0,0,edible,edible
0.17292891,0.3706076,0,0,edible,edible
0.80625075,0.38372272,1,0,poisonous,edible
0.3770126,0.44865042,0,0,edible,edible
0.8799293,0.42054823,1,0,poisonous,edible
0.9690502,0.3895518,1,0,poisonous,edible
0.30211934,0.41334143,0,0,edible,edible
0.22768128,0.42453286,0,0,edible,edible
0.20678861,0.4931383,0,0,edible,edible
0.77434784,0.5054981,1,1,poisonous,poisonous
0.0032149942,0.45655283,0,0,edible,edible
0.93087715,0.37736005,1,0,poisonous,edible
0.30819526,0.37808904,0,0,edible,edible
0.29079083,0.5268174,0,1,edible,poisonous
0.05793062,0.39668718,0,0,edible,edible
0.21776749,0.6475845,0,1,edible,poisonous
0.70379835,0.41307545,1,0,poisonous,edible
0.99402136,0.3026967,1,0,poisonous,edible
0.66628724,0.38489753,1,0,poisonous,edible
0.27832967,0.33496422,0,0,edible,edible
0.23870505,0.5130736,0,1,edible,poisonous
0.71217483,0.35687688,1,0,poisonous,edible
0.4509889,0.4294624,0,0,edible,edible
0.3214549,0.40062088,0,0,edible,edible
0.122323364,0.37740558,0,0,edible,edible
0.7257009,0.3461252,1,0,poisonous,edible
0.66201925,0.4306366,1,0,poisonous,edible
0.89136493,0.5338059,1,1,poisonous,poisonous
0.20552102,0.34204987,0,0,edible,edible
0.09360186,0.43991792,0,0,edible,edible
0.59208745,0.37790862,1,0,poisonous,edible
0.41652775,0.52899635,0,1,edible,poisonous
0.81739366,0.37493837,1,0,poisonous,edible
0.15445265,0.37923917,0,0,edible,edible
0.0666214,0.4251646,0,0,edible,edible
0.5135,0.43949845,1,0,poisonous,edible
0.47375098,0.5406719,0,1,edible,poisonous
0.3191817,0.35307887,0,0,edible,edible
0.15140247,0.34714517,0,0,edible,edible
0.669692,0.28200203,1,0,poisonous,edible
0.18949763,0.36955598,0,0,edible,edible
0.9608594,0.30722734,1,0,poisonous,edible
0.35023534,0.4179889,0,0,edible,edible
0.99439317,0.6022379,1,1,poisonous,poisonous
0.47661155,0.36240572,0,0,edible,edible
0.22266299,0.41999024,0,0,edible,edible
0.31942546,0.60214055,0,1,edible,poisonous
0.40273523,0.3489022,0,0,edible,edible
0.046658717,0.3760912,0,0,edible,edible
0.048819683,0.4775041,0,0,edible,edible
0.99117494,0.38019407,1,0,poisonous,edible
0.5144741,0.3490768,1,0,poisonous,edible
0.54814774,0.48836628,1,0,poisonous,edible
0.32645595,0.3930377,0,0,edible,edible
0.3513552,0.4813345,0,0,edible,edible
0.9061547,0.675911,1,1,poisonous,poisonous
0.9156656,0.36823073,1,0,poisonous,edible
0.31413805,0.36992022,0,0,edible,edible
0.5061257,0.3720579,1,0,poisonous,edible
0.7370543,0.46978047,1,0,poisonous,edible
0.30096707,0.4069731,0,0,edible,edible
0.7885134,0.3359638,1,0,poisonous,edible
0.031271685,0.31838107,0,0,edible,edible
0.14102551,0.36898604,0,0,edible,edible
0.55914676,0.37537128,1,0,poisonous,edible
0.45036417,0.37052462,0,0,edible,edible
0.4149261,0.53975606,0,1,edible,poisonous
0.004716334,0.4754187,0,0,edible,edible
0.37835497,0.3815304,0,0,edible,edible
0.77846533,0.32917,1,0,poisonous,edible
0.7074673,0.38592643,1,0,poisonous,edible
0.46517083,0.6010374,0,1,edible,poisonous
0.91801983,0.3733955,1,0,poisonous,edible
0.6017611,0.40656734,1,0,poisonous,edible
0.23778045,0.37756002,0,0,edible,edible
0.61912733,0.3924902,1,0,poisonous,edible
0.21913363,0.3302349,0,0,edible,edible
0.17902212,0.39234513,0,0,edible,edible
0.71050084,0.44253343,1,0,poisonous,edible
0.15375829,0.34728253,0,0,edible,edible
0.6555007,0.37236828,1,0,poisonous,edible
0.49712345,0.42690578,0,0,edible,edible
0.45414364,0.52251905,0,1,edible,poisonous
0.50677174,0.35821688,1,0,poisonous,edible
0.5751807,0.3824435,1,0,poisonous,edible
0.59216934,0.34551132,1,0,poisonous,edible
0.56031585,0.4693176,1,0,poisonous,edible
0.009788248,0.32860383,0,0,edible,edible
0.11789068,0.3573946,0,0,edible,edible
0.42633834,0.35996997,0,0,edible,edible
0.54902244,0.43726093,1,0,poisonous,edible
0.5585089,0.4131849,1,0,poisonous,edible
0.8437771,0.37551925,1,0,poisonous,edible
0.8953186,0.4992201,1,0,poisonous,edible
0.60377014,0.3881604,1,0,poisonous,edible
0.48257154,0.37346923,0,0,edible,edible
0.19064353,0.30331558,0,0,edible,edible
0.36104134,0.35250401,0,0,edible,edible
0.60965604,0.3723764,1,0,poisonous,edible
0.054673664,0.32055828,0,0,edible,edible
0.07095546,0.3867278,0,0,edible,edible
0.07246406,0.39224127,0,0,edible,edible
0.3933554,0.5306692,0,1,edible,poisonous
0.26668864,0.3399882,0,0,edible,edible
0.35328132,0.34200358,0,0,edible,edible
0.3215431,0.35369357,0,0,edible,edible
0.7197341,0.46330312,1,0,poisonous,edible
0.57455635,0.32167116,1,0,poisonous,edible
0.59407854,0.322038,1,0,poisonous,edible
0.5392382,0.34898767,1,0,poisonous,edible
0.25701582,0.4635486,0,0,edible,edible
0.43768656,0.32884055,0,0,edible,edible
0.59753925,0.4011478,1,0,poisonous,edible
0.34808812,0.53197855,0,1,edible,poisonous
0.5270164,0.5150744,1,1,poisonous,poisonous
0.17123994,0.43602994,0,0,edible,edible
0.35341147,0.43398887,0,0,edible,edible
0.03628665,0.38720572,0,0,edible,edible
0.7712246,0.39774233,1,0,poisonous,edible
0.79842114,0.33358115,1,0,poisonous,edible
0.331117,0.41325128,0,0,edible,edible
0.25890756,0.38273624,0,0,edible,edible
0.38959187,0.37264174,0,0,edible,edible
0.39221102,0.50658655,0,1,edible,poisonous
0.7271147,0.49422592,1,0,poisonous,edible
0.01562974,0.3539765,0,0,edible,edible
0.1140747,0.40265155,0,0,edible,edible
0.5192548,0.41373757,1,0,poisonous,edible
0.36048585,0.34997076,0,0,edible,edible
0.5470625,0.35254267,1,0,poisonous,edible
0.20862521,0.37304738,0,0,edible,edible
0.26803246,0.3315955,0,0,edible,edible
0.49149352,0.3198418,0,0,edible,edible
0.71647966,0.40937495,1,0,poisonous,edible
0.40066272,0.3843738,0,0,edible,edible
0.7029737,0.3340727,1,0,poisonous,edible
0.7084554,0.4110186,1,0,poisonous,edible
0.47077522,0.43496192,0,0,edible,edible
0.15211777,0.36632463,0,0,edible,edible
0.13225192,0.3267146,0,0,edible,edible
0.5978789,0.41159365,1,0,poisonous,edible
0.010295388,0.35622275,0,0,edible,edible
0.34926975,0.32183546,0,0,edible,edible
0.25184342,0.6510242,0,1,edible,poisonous
0.29704913,0.39472863,0,0,edible,edible
0.632126,0.32067198,1,0,poisonous,edible
0.49037236,0.36788666,0,0,edible,edible
0.5352875,0.39117277,1,0,poisonous,edible
0.6120665,0.33115777,1,0,poisonous,edible
0.31789386,0.3363358,0,0,edible,edible
0.3446173,0.33458015,0,0,edible,edible
0.1304779,0.36026967,0,0,edible,edible
0.2604942,0.40172604,0,0,edible,edible
0.7593116,0.3651951,1,0,poisonous,edible
0.55607396,0.34413177,1,0,poisonous,edible
0.7316479,0.40822256,1,0,poisonous,edible
0.675877,0.46828967,1,0,poisonous,edible
0.43776247,0.3220873,0,0,edible,edible
0.5809137,0.5300321,1,1,poisonous,poisonous
0.59940374,0.2893762,1,0,poisonous,edible
0.84663385,0.48340878,1,0,poisonous,edible
0.20832595,0.44634402,0,0,edible,edible
0.7629777,0.36364713,1,0,poisonous,edible
0.8709936,0.4263556,1,0,poisonous,edible
0.2542116,0.40968683,0,0,edible,edible
0.15009741,0.43024656,0,0,edible,edible
0.27270657,0.33830222,0,0,edible,edible
0.40425724,0.42195168,0,0,edible,edible
0.16584252,0.42967576,0,0,edible,edible
0.7238335,0.40922034,1,0,poisonous,edible
0.4272755,0.48466134,0,0,edible,edible
0.335334,0.3490426,0,0,edible,edible
0.9646252,0.32280785,1,0,poisonous,edible
0.91010225,0.3225513,1,0,poisonous,edible
0.6809507,0.36780626,1,0,poisonous,edible
0.1730927,0.30211797,0,0,edible,edible
0.82832384,0.34799224,1,0,poisonous,edible
0.5895828,0.3823821,1,0,poisonous,edible
0.3657485,0.37907177,0,0,edible,edible
0.4311606,0.3725874,0,0,edible,edible
0.5417331,0.3414328,1,0,poisonous,edible
0.08351405,0.36099333,0,0,edible,edible
0.21190362,0.36244896,0,0,edible,edible
0.74770725,0.44352648,1,0,poisonous,edible
0.3652575,0.62748784,0,1,edible,poisonous
0.5344522,0.34046736,1,0,poisonous,edible
0.89616674,0.42954642,1,0,poisonous,edible
0.6887152,0.29373223,1,0,poisonous,edible
0.5061893,0.32383624,1,0,poisonous,edible
0.47820568,0.66928804,0,1,edible,poisonous
0.3454291,0.41698408,0,0,edible,edible
0.34511638,0.3696578,0,0,edible,edible
0.2698708,0.51022696,0,1,edible,poisonous
0.89315856,0.324905,1,0,poisonous,edible
0.37839118,0.44449535,0,0,edible,edible
0.19643703,0.41738713,0,0,edible,edible
0.5203968,0.34469625,1,0,poisonous,edible
0.44560674,0.29603967,0,0,edible,edible
0.24278076,0.51531184,0,1,edible,poisonous
0.45243084,0.44794214,0,0,edible,edible
0.4886716,0.49617326,0,0,edible,edible
0.77049553,0.37944475,1,0,poisonous,edible
0.59045607,0.58962625,1,1,poisonous,poisonous
0.39100873,0.34350345,0,0,edible,edible
0.005570736,0.33588046,0,0,edible,edible
0.38843676,0.33112344,0,0,edible,edible
0.6844091,0.39155182,1,0,poisonous,edible
0.06668688,0.3933563,0,0,edible,edible
0.7344969,0.39497903,1,0,poisonous,edible
0.8059902,0.37645674,1,0,poisonous,edible
0.622279,0.6055915,1,1,poisonous,poisonous
0.84074455,0.40840527,1,0,poisonous,edible
0.80626684,0.36199173,1,0,poisonous,edible
0.21329176,0.45380816,0,0,edible,edible
0.26800126,0.46161255,0,0,edible,edible
0.40668696,0.39877737,0,0,edible,edible
0.20638587,0.37333176,0,0,edible,edible
0.6401426,0.35559723,1,0,poisonous,edible
0.7856145,0.4786585,1,0,poisonous,edible
0.38720712,0.38332894,0,0,edible,edible
0.18013895,0.34941584,0,0,edible,edible
0.5523568,0.35921872,1,0,poisonous,edible
0.40190545,0.3448474,0,0,edible,edible
0.4902512,0.54269785,0,1,edible,poisonous
0.9260605,0.43068695,1,0,poisonous,edible
0.059636503,0.4020874,0,0,edible,edible
0.119726524,0.35258085,0,0,edible,edible
0.96173435,0.4500368,1,0,poisonous,edible
0.9282405,0.41851604,1,0,poisonous,edible
0.4728329,0.41252446,0,0,edible,edible
0.77648985,0.5320802,1,1,poisonous,poisonous
0.6896013,0.51558316,1,1,poisonous,poisonous
0.7296296,0.51016325,1,1,poisonous,poisonous
0.21924815,0.43851754,0,0,edible,edible
0.08397895,0.45922127,0,0,edible,edible
0.5208014,0.40598434,1,0,poisonous,edible
0.29112315,0.4272993,0,0,edible,edible
0.11057989,0.4419916,0,0,edible,edible
0.80325466,0.3519181,1,0,poisonous,edible
0.73352396,0.32463443,1,0,poisonous,edible
0.9215185,0.4397422,1,0,poisonous,edible
0.79854494,0.3988132,1,0,poisonous,edible
0.35744447,0.35957485,0,0,edible,edible
0.62225604,0.523562,1,1,poisonous,poisonous
0.4741164,0.42573804,0,0,edible,edible
0.62988436,0.48511922,1,0,poisonous,edible
0.3434891,0.3824392,0,0,edible,edible
0.50398624,0.49322435,1,0,poisonous,edible
0.5781511,0.41452038,1,0,poisonous,edible
0.23824063,0.45257226,0,0,edible,edible
0.1213344,0.5468694,0,1,edible,poisonous
0.17487535,0.37957695,0,0,edible,edible
0.91831595,0.3855845,1,0,poisonous,edible
0.17903075,0.37007257,0,0,edible,edible
0.2390702,0.34620675,0,0,edible,edible
0.8989708,0.36179882,1,0,poisonous,edible
0.555848,0.34957024,1,0,poisonous,edible
0.39148903,0.42254028,0,0,edible,edible
0.9385214,0.37557727,1,0,poisonous,edible
0.36170292,0.38628107,0,0,edible,edible
0.6200853,0.43882787,1,0,poisonous,edible
0.97992575,0.45854515,1,0,poisonous,edible
0.80129695,0.45338243,1,0,poisonous,edible
0.5696136,0.48890108,1,0,poisonous,edible
0.5851129,0.4517473,1,0,poisonous,edible
0.50258297,0.3395495,1,0,poisonous,edible
0.42069787,0.33193237,0,0,edible,edible
0.46046117,0.39329013,0,0,edible,edible
0.81692487,0.36532047,1,0,poisonous,edible
0.9402074,0.6054383,1,1,poisonous,poisonous
0.617513,0.4859828,1,0,poisonous,edible
0.6654556,0.34537482,1,0,poisonous,edible
0.69122297,0.4314909,1,0,poisonous,edible
0.40683454,0.3380731,0,0,edible,edible
0.60829484,0.39286637,1,0,poisonous,edible
0.36319873,0.31011045,0,0,edible,edible
0.45658323,0.37538123,0,0,edible,edible
0.538403,0.43219396,1,0,poisonous,edible
0.9412652,0.5127323,1,1,poisonous,poisonous
0.38392013,0.39151713,0,0,edible,edible
0.7181908,0.46347728,1,0,poisonous,edible
0.7964494,0.41364703,1,0,poisonous,edible
0.94142586,0.36641517,1,0,poisonous,edible
0.60570264,0.49924937,1,0,poisonous,edible
0.11367147,0.3956953,0,0,edible,edible
0.81910765,0.41371995,1,0,poisonous,edible
0.5577538,0.43363807,1,0,poisonous,edible
0.5319328,0.58334494,1,1,poisonous,poisonous
0.19453934,0.40200138,0,0,edible,edible
0.538277,0.44168735,1,0,poisonous,edible
0.6020929,0.34295925,1,0,poisonous,edible
0.27953187,0.40156582,0,0,edible,edible
0.8349736,0.42913455,1,0,poisonous,edible
0.48659667,0.36394835,0,0,edible,edible
0.77762336,0.32748073,1,0,poisonous,edible
0.3846148,0.39344373,0,0,edible,edible
0.075823314,0.61826605,0,1,edible,poisonous
0.47346616,0.54075044,0,1,edible,poisonous
0.3059769,0.38208935,0,0,edible,edible
0.2968368,0.3940216,0,0,edible,edible
0.37164587,0.31464684,0,0,edible,edible
0.37298638,0.45760304,0,0,edible,edible
0.41179776,0.36582267,0,0,edible,edible
0.6945497,0.36718637,1,0,poisonous,edible
0.30181623,0.59222305,0,1,edible,poisonous
0.022316227,0.3874626,0,0,edible,edible
0.06291082,0.37118766,0,0,edible,edible
0.6612373,0.39521334,1,0,poisonous,edible
0.9209548,0.3907198,1,0,poisonous,edible
0.46053013,0.4077281,0,0,edible,edible
0.58217657,0.3485036,1,0,poisonous,edible
0.35646442,0.38707477,0,0,edible,edible
0.72387385,0.4114299,1,0,poisonous,edible
0.8607086,0.29790798,1,0,poisonous,edible
0.79577076,0.3961403,1,0,poisonous,edible
0.5205728,0.44189087,1,0,poisonous,edible
0.82015336,0.3663594,1,0,poisonous,edible
0.31804058,0.384128,0,0,edible,edible
0.5600038,0.3731256,1,0,poisonous,edible
0.53415453,0.46868372,1,0,poisonous,edible
0.16694903,0.38377813,0,0,edible,edible
0.0022359448,0.3687358,0,0,edible,edible
0.96760195,0.26073432,1,0,poisonous,edible
0.41324657,0.3880904,0,0,edible,edible
0.2065343,0.41418195,0,0,edible,edible
0.9528493,0.3970093,1,0,poisonous,edible
0.7107529,0.35089198,1,0,poisonous,edible
0.28288922,0.3678285,0,0,edible,edible
0.47833654,0.4222785,0,0,edible,edible
0.5270164,0.41293073,1,0,poisonous,edible
0.81949764,0.37186855,1,0,poisonous,edible
0.49695325,0.5441444,0,1,edible,poisonous
0.17986768,0.4106928,0,0,edible,edible
0.6097511,0.41333106,1,0,poisonous,edible
0.52485025,0.4330609,1,0,poisonous,edible
0.53933346,0.5193458,1,1,poisonous,poisonous
0.59511566,0.3524847,1,0,poisonous,edible
0.056050394,0.53992575,0,1,edible,poisonous
0.27392507,0.39290574,0,0,edible,edible
0.23979253,0.4384233,0,0,edible,edible
0.7207001,0.3908236,1,0,poisonous,edible
0.7374235,0.34742272,1,0,poisonous,edible
0.53875136,0.33987296,1,0,poisonous,edible
0.29207328,0.3838877,0,0,edible,edible
0.15200704,0.40163785,0,0,edible,edible
0.13117278,0.38000014,0,0,edible,edible
0.55439013,0.32274103,1,0,poisonous,edible
0.28906533,0.32896072,0,0,edible,edible
0.38801643,0.35668314,0,0,edible,edible
0.46811613,0.3322118,0,0,edible,edible
0.38983637,0.41190183,0,0,edible,edible
0.4386905,0.39762598,0,0,edible,edible
0.941453,0.37480962,1,0,poisonous,edible
0.025517689,0.3644635,0,0,edible,edible
0.2931332,0.42082137,0,0,edible,edible
0.600502,0.3819877,1,0,poisonous,edible
0.4363111,0.31572995,0,0,edible,edible
0.07687567,0.6270597,0,1,edible,poisonous
0.15774007,0.3900821,0,0,edible,edible
0.42200822,0.3948248,0,0,edible,edible
0.54589117,0.3328383,1,0,poisonous,edible
0.67231417,0.37750223,1,0,poisonous,edible
0.2920301,0.43077862,0,0,edible,edible
0.54812,0.37449333,1,0,poisonous,edible
0.45265627,0.36402738,0,0,edible,edible
0.5794215,0.3855241,1,0,poisonous,edible
0.51028997,0.42699397,1,0,poisonous,edible
0.6919814,0.4132555,1,0,poisonous,edible
0.20387045,0.40376797,0,0,edible,edible
0.25280416,0.393887,0,0,edible,edible
0.24819809,0.36409786,0,0,edible,edible
0.9215092,0.54187244,1,1,poisonous,poisonous
0.31266388,0.35357168,0,0,edible,edible
0.93229896,0.34707364,1,0,poisonous,edible
0.22522064,0.35955223,0,0,edible,edible
0.39386615,0.41133893,0,0,edible,edible
0.4201865,0.5036791,0,1,edible,poisonous
0.31702328,0.3632048,0,0,edible,edible
0.9365636,0.31084144,1,0,poisonous,edible
0.40523937,0.38279155,0,0,edible,edible
0.09298428,0.38746062,0,0,edible,edible
0.56263787,0.58462256,1,1,poisonous,poisonous
0.5962745,0.38777408,1,0,poisonous,edible
0.6096297,0.39382613,1,0,poisonous,edible
0.94262004,0.4365936,1,0,poisonous,edible
0.41328326,0.38080838,0,0,edible,edible
0.052790675,0.33175853,0,0,edible,edible
0.84028804,0.40591234,1,0,poisonous,edible
0.68134904,0.3494046,1,0,poisonous,edible
0.5545154,0.34798753,1,0,poisonous,edible
0.46448323,0.641798,0,1,edible,poisonous
0.80637413,0.36763462,1,0,poisonous,edible
0.33489418,0.3548725,0,0,edible,edible
0.49041292,0.37562695,0,0,edible,edible
0.42273778,0.4011576,0,0,edible,edible
0.41606057,0.39329013,0,0,edible,edible
0.043964326,0.36186355,0,0,edible,edible
0.77192414,0.38072664,1,0,poisonous,edible
0.42059577,0.31566674,0,0,edible,edible
0.43529078,0.42514017,0,0,edible,edible
0.48557582,0.43234754,0,0,edible,edible
0.082428984,0.45165655,0,0,edible,edible
0.7110012,0.3152506,1,0,poisonous,edible
0.04348293,0.3682818,0,0,edible,edible
0.11930568,0.34841648,0,0,edible,edible
0.2840529,0.38371348,0,0,edible,edible
0.9432573,0.3130634,1,0,poisonous,edible
0.11920478,0.45446673,0,0,edible,edible
0.93033445,0.35721588,1,0,poisonous,edible
0.4676839,0.4143976,0,0,edible,edible
0.9833039,0.3784355,1,0,poisonous,edible
0.8701561,0.3549835,1,0,poisonous,edible
0.863135,0.42128652,1,0,poisonous,edible
0.49179795,0.33560085,0,0,edible,edible
0.2280339,0.33470592,0,0,edible,edible
0.9280574,0.42441583,1,0,poisonous,edible
0.007290831,0.42801586,0,0,edible,edible
0.5237406,0.44040385,1,0,poisonous,edible
0.80037856,0.4923143,1,0,poisonous,edible
0.48738405,0.3610795,0,0,edible,edible
0.33784896,0.36410645,0,0,edible,edible
0.3077642,0.3353314,0,0,edible,edible
0.055026468,0.45225263,0,0,edible,edible
0.0070058717,0.37899423,0,0,edible,edible
0.2904855,0.41437516,0,0,edible,edible
0.88028467,0.4172637,1,0,poisonous,edible
0.7375465,0.37946174,1,0,poisonous,edible
0.7202731,0.41616404,1,0,poisonous,edible
0.006014698,0.4161895,0,0,edible,edible
0.55112123,0.4243772,1,0,poisonous,edible
0.6467467,0.44134602,1,0,poisonous,edible
0.50639176,0.49811158,1,0,poisonous,edible
0.80815995,0.37274557,1,0,poisonous,edible
0.9672476,0.42211968,1,0,poisonous,edible
0.270926,0.33586788,0,0,edible,edible
0.4315074,0.39636183,0,0,edible,edible
0.16215776,0.39895588,0,0,edible,edible
0.66216093,0.44937012,1,0,poisonous,edible
0.96944094,0.37638938,1,0,poisonous,edible
0.13116276,0.48432782,0,0,edible,edible
0.7855826,0.31194845,1,0,poisonous,edible
0.8231708,0.36755973,1,0,poisonous,edible
0.56448185,0.4431604,1,0,poisonous,edible
0.08000255,0.4143579,0,0,edible,edible
0.38384715,0.37436745,0,0,edible,edible
0.7569474,0.49361342,1,0,poisonous,edible
0.6696743,0.34957573,1,0,poisonous,edible
0.85403854,0.43019253,1,0,poisonous,edible
0.49627864,0.5474158,0,1,edible,poisonous
0.734823,0.4638772,1,0,poisonous,edible
0.5697158,0.38781345,1,0,poisonous,edible
0.47437453,0.37705794,0,0,edible,edible
0.44251433,0.36421114,0,0,edible,edible
0.8301308,0.52876806,1,1,poisonous,poisonous
0.19746241,0.38951853,0,0,edible,edible
0.25197145,0.3901829,0,0,edible,edible
0.14206731,0.37411895,0,0,edible,edible
0.8239625,0.40022248,1,0,poisonous,edible
0.14752194,0.405528,0,0,edible,edible
0.29433897,0.38398212,0,0,edible,edible
0.27561852,0.4833741,0,0,edible,edible
0.37657824,0.42307308,0,0,edible,edible
0.41691673,0.45937303,0,0,edible,edible
0.65773636,0.39630634,1,0,poisonous,edible
0.5816318,0.39713022,1,0,poisonous,edible
0.3549576,0.4097129,0,0,edible,edible
0.42917112,0.33715573,0,0,edible,edible
0.86898214,0.3931585,1,0,poisonous,edible
0.4580348,0.35028386,0,0,edible,edible
0.052322816,0.46124047,0,0,edible,edible
0.19092466,0.31674907,0,0,edible,edible
0.22501804,0.30229098,0,0,edible,edible
0.57155854,0.5901885,1,1,poisonous,poisonous
0.1716326,0.3579819,0,0,edible,edible
0.21453165,0.31873447,0,0,edible,edible
0.26266328,0.314099,0,0,edible,edible
0.9134688,0.34487364,1,0,poisonous,edible
0.1368228,0.41977003,0,0,edible,edible
0.4755273,0.38883314,0,0,edible,edible
0.112170026,0.33341593,0,0,edible,edible
0.22403689,0.40081692,0,0,edible,edible
